"No","Player ID","Player Name","MLB ID","Date","Pitch ID","Pitch Type","Is Strike","Strike Zone Side","Strike Zone Height","Velocity","Total Spin","True Spin (release)","Spin Efficiency (release)","Spin Direction","Spin Confidence","Release Extension (ft)","VB (trajectory)","HB (trajectory)","VB (spin)","HB (spin)","Horizontal Angle","Release Angle","Release Height","Release Side","Gyro Degree (deg)","Unique ID","Device Serial Number","Horizontal Approach Angle","Vertical Approach Angle"
96,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:01:43 PM",1728748903,"Fastball","YES","3.68","21.93",84.4,2027.5,2023,99.8,"01:34",0.9,"-","13.83","17.76","13.8","15.0","-3.48","-1.19","4.71","1.95","3.81","1022845@1728748903","RBB20WBSM44R","-","-"
97,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:02:10 PM",1728748930,"Slider","NO","-18.15","30.33",71.47,2321.8,1213.5,52.3,"08:30",0.8,"-","-2.92","-4.81","-2.9","-12.9","-3.56","2.68","4.35","2.11","58.49","1022845@1728748930","RBB20WBSM44R","-","-"
98,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:02:42 PM",1728748962,"Slider","YES","-6.07","30.06",70.72,2349.2,1131.8,48.2,"08:50",0.9,"-","-0.72","-9.82","-0.7","-12.4","-2.05","3.04","4.30","2.17","61.20","1022845@1728748962","RBB20WBSM44R","-","-"
99,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:03:09 PM",1728748989,"Fastball","NO","3.70","10.79",85.49,2159.2,2155.4,99.8,"01:36",0.9,"-","14.05","17.28","14.0","15.4","-3.45","-2.23","4.60","1.94","3.38","1022845@1728748989","RBB20WBSM44R","-","-"
100,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:03:30 PM",1728749010,"Slider","NO","-13.32","11.20",71.75,2561.7,1393.4,54.4,"08:04",0.9,"-","-5.81","-15.12","-5.8","-12.8","-2.10","1.66","4.31","2.06","57.05","1022845@1728749010","RBB20WBSM44R","-","-"
101,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:03:58 PM",1728749038,"Slider","YES","-4.36","27.75",71.05,2400.1,1236.7,51.5,"08:08",1,2.0868587,"-4.99","-12.37","-5.0","-12.4","-1.64","2.88","4.33","2.16","58.98","1022845@1728749038","RBB20WBSM44R","-","-"
102,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:04:15 PM",1728749055,"Slider","NO","-13.78","20.13",72.43,2516.3,1334.9,53,"08:16",0.9,"-","-4.33","-15.41","-4.3","-12.8","-2.07","1.90","4.33","2.01","57.96","1022845@1728749055","RBB20WBSM44R","-","-"
103,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:04:35 PM",1728749075,"Slider","NO","-15.74","11.47",71.02,2526.3,1659.3,65.7,"08:12",1,"-","-6.18","-17.05","-6.2","-15.5","-2.16","1.60","4.23","2.06","48.94","1022845@1728749075","RBB20WBSM44R","-","-"
104,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:04:55 PM",1728749095,"Slider","NO","-23.78","11.34",72.21,2624.8,1425.2,54.3,"08:12",0.9,"-","-5.02","-14.94","-5.0","-13.2","-2.98","1.42","4.30","1.96","57.11","1022845@1728749095","RBB20WBSM44R","-","-"
105,1022845,"Jacob Weckop","-","Sat Oct 12 2024 4:05:20 PM",1728749120,"Slider","YES","4.65","31.85",70.51,2430.4,1254.5,51.6,"08:08",1,"-","-4.96","-13.31","-5.0","-12.2","-0.62","3.44","4.24","2.06","58.93","1022845@1728749120","RBB20WBSM44R","-","-"
106,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:45:00 PM",1728740700,"Fastball","YES","-0.83","19.25",73.12,1805.8,1721.9,95.4,"01:50",0.9,"-","11.17","12.60","11.2","15.9","-2.92","0.38","4.21","1.53","17.53","1127317@1728740700","RBB20WBSM44R","-","-"
107,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:45:14 PM",1728740714,"Fastball","YES","-3.00","31.53",74.26,1863,1791,96.1,"01:46",0.9,2.0010014,"12.39","14.50","12.4","16.3","-3.00","0.92","4.44","1.29","15.98","1127317@1728740714","RBB20WBSM44R","-","-"
108,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:45:44 PM",1728740744,"Splitter","NO","0.94","15.47",56.38,947.1,793.6,83.8,"02:24",0.9,"-","4.33","8.17","4.3","12.8","-3.46","4.41","4.01","2.49","33.08","1127317@1728740744","RBB20WBSM44R","-","-"
109,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:46:13 PM",1728740773,"Fastball","NO","-27.81","8.64",75.37,1915,1864.6,97.4,"01:48",0.9,"-","12.07","14.38","12.1","16.3","-5.44","-0.77","4.46","1.39","13.18","1127317@1728740773","RBB20WBSM44R","-","-"
110,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:46:26 PM",1728740786,"Splitter","NO","12.14","15.44",55.45,991.3,952.3,96.1,"02:20",0.7,"-","5.61","-1.89","5.6","15.5","-0.50","3.44","3.92","1.62","16.12","1127317@1728740786","RBB20WBSM44R","-","-"
111,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:46:39 PM",1728740799,"ChangeUp","NO","-12.65","25.54",68.86,1741.9,1539.1,88.4,"01:46",1,2.1174011,"11.18","15.29","11.2","14.6","-4.32","1.88","4.12","1.61","27.92","1127317@1728740799","RBB20WBSM44R","-","-"
112,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:46:52 PM",1728740812,"ChangeUp","NO","-21.60","26.85",70.55,1766.8,1563.2,88.5,"01:46",0.9,"-","11.11","19.96","11.1","14.3","-5.48","2.03","4.05","1.51","27.78","1127317@1728740812","RBB20WBSM44R","-","-"
113,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:47:18 PM",1728740838,"Slider","NO","-0.04","4.67",52.37,1467.8,863.1,58.8,"09:02",0.9,"-","0.56","-12.01","0.6","-14.6","-0.92","4.49","4.37","1.83","53.98","1127317@1728740838","RBB20WBSM44R","-","-"
114,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:47:31 PM",1728740851,"ChangeUp","YES","-0.36","24.60",68.69,1743.2,1648.6,94.6,"01:50",0.9,1.9765816,"11.59","14.67","11.6","16.4","-3.65","2.39","4.02","2.10","18.96","1127317@1728740851","RBB20WBSM44R","-","-"
115,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:47:58 PM",1728740878,"ChangeUp","NO","-7.12","17.90",70.03,1571.8,1503,95.6,"01:50",0.9,"-","10.88","13.15","10.9","15.3","-3.83","0.96","4.16","1.76","17.02","1127317@1728740878","RBB20WBSM44R","-","-"
116,1127317,"Tyler  Hughes","-","Sat Oct 12 2024 1:48:16 PM",1728740896,"ChangeUp","YES","-3.90","28.14",69.48,1734.4,1670.2,96.3,"01:26",0.8,"-","14.58","14.87","14.6","13.3","-3.90","2.28","4.24","1.92","15.63","1127317@1728740896","RBB20WBSM44R","-","-"
117,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:32:19 PM",1728747139,"Fastball","YES","1.24","22.40",82.26,1858.8,1772.5,95.4,"10:34",1,1.9701347,"14.50","-13.19","14.5","-13.1","2.05","-1.38","4.99","-0.68","-17.52","1127322@1728747139","RBB20WBSM44R","-","-"
118,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:32:55 PM",1728747175,"ChangeUp","YES","7.52","29.35",74.22,852.3,753.8,88.4,"09:46",0.9,2.105219,"4.91","-5.86","4.9","-11.1","1.96","1.22","4.83","-0.67","-27.82","1127322@1728747175","RBB20WBSM44R","-","-"
119,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:33:23 PM",1728747203,"Fastball","NO","-8.27","46.10",83.53,1912,1813.2,94.8,"10:32",0.9,2.0729103,"13.90","-11.77","13.9","-13.3","1.16","0.64","5.01","-0.76","-18.50","1127322@1728747203","RBB20WBSM44R","-","-"
120,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:33:38 PM",1728747218,"Fastball","YES","-4.02","33.76",82.7,1862.2,1755.1,94.2,"10:10",0.9,2.0113316,"11.20","-11.81","11.2","-15.4","1.38","-0.55","5.02","-0.61","-19.53","1127322@1728747218","RBB20WBSM44R","-","-"
121,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:33:59 PM",1728747239,"Fastball","YES","8.28","19.46",83.37,1853.4,1709.7,92.2,"10:38",0.9,"-","13.90","-10.52","13.9","-11.7","2.70","-1.34","4.93","-0.86","-22.71","1127322@1728747239","RBB20WBSM44R","-","-"
122,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:34:18 PM",1728747258,"Fastball","NO","9.09","14.27",83.98,1841.7,1724,93.6,"10:40",1,2.0758896,"14.64","-10.90","14.6","-11.7","2.47","-2.15","5.02","-0.58","-20.60","1127322@1728747258","RBB20WBSM44R","-","-"
123,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:34:31 PM",1728747271,"Fastball","NO","-4.69","47.42",83.93,1872.5,1718.5,91.8,"10:38",0.9,"-","13.54","-9.52","13.5","-11.7","1.22","0.89","4.95","-0.70","-23.40","1127322@1728747271","RBB20WBSM44R","-","-"
124,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:34:48 PM",1728747288,"Fastball","YES","0.79","18.01",82.64,1853.6,1741.2,93.9,"10:36",0.8,"-","13.76","-9.26","13.8","-12.2","1.92","-0.88","4.82","-0.89","-20.06","1127322@1728747288","RBB20WBSM44R","-","-"
125,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:35:26 PM",1728747326,"Fastball","YES","-3.49","24.55",82.98,1821.5,1708.8,93.8,"10:38",0.9,"-","13.89","-8.64","13.9","-11.7","1.22","-0.54","4.92","-0.67","-20.26","1127322@1728747326","RBB20WBSM44R","-","-"
126,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:36:07 PM",1728747367,"ChangeUp","NO","-14.98","19.17",74.16,1014.4,1014.4,100,"10:04",0.8,"-","8.28","-11.67","8.3","-12.8","0.82","0.66","4.87","-1.01","-0.37","1127322@1728747367","RBB20WBSM44R","-","-"
127,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:36:24 PM",1728747384,"ChangeUp","NO","-24.95","22.70",73.95,1016.4,1011.9,99.6,"10:04",0.9,"-","8.22","-11.95","8.2","-12.8","0.05","0.74","4.96","-1.13","-5.35","1127322@1728747384","RBB20WBSM44R","-","-"
128,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:36:49 PM",1728747409,"ChangeUp","YES","-3.11","25.62",73.89,903.1,788.5,87.3,"09:42",0.9,2.1189137,"4.70","-7.90","4.7","-11.5","1.21","1.06","4.91","-0.70","-29.17","1127322@1728747409","RBB20WBSM44R","-","-"
129,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:37:07 PM",1728747427,"ChangeUp","NO","-17.67","22.19",73.72,847.8,843.4,99.5,"09:56",0.9,"-","6.53","-16.60","6.5","-12.0","0.88","0.57","4.82","-0.88","-5.89","1127322@1728747427","RBB20WBSM44R","-","-"
130,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:37:24 PM",1728747444,"Fastball","YES","1.86","31.39",83.88,1790.7,1682.1,93.9,"10:34",1,"-","13.37","-10.96","13.4","-12.2","1.99","-0.64","5.00","-0.72","-20.05","1127322@1728747444","RBB20WBSM44R","-","-"
131,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:37:52 PM",1728747472,"ChangeUp","YES","-6.25","18.15",73.92,862.3,836.1,97,"09:52",0.8,2.0534573,"6.15","-11.59","6.1","-12.2","1.33","1.24","4.92","-0.77","-14.15","1127322@1728747472","RBB20WBSM44R","-","-"
132,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:38:04 PM",1728747484,"ChangeUp","NO","-7.66","14.94",74.35,918.1,887.3,96.6,"10:00",0.8,"-","7.07","-11.66","7.1","-11.8","1.33","0.89","4.84","-0.87","-14.88","1127322@1728747484","RBB20WBSM44R","-","-"
133,1127322,"Benny  Mcdonald","-","Sat Oct 12 2024 3:38:29 PM",1728747509,"ChangeUp","YES","-6.35","27.36",72.48,782.5,759.5,97.1,"09:30",0.8,"-","3.40","-9.37","3.4","-12.2","1.43","2.10","4.78","-1.04","-13.93","1127322@1728747509","RBB20WBSM44R","-","-"
134,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:13:25 PM",1728598405,"ChangeUp","NO","1.90","14.62",70.41,1702.1,1407.1,82.7,"01:36",0.8,1.5561771,"12.27","19.81","12.3","13.2","-3.33","0.68","5.16","1.64","34.24","1024884@1728598405","RBB20WBSM44R","-","-"
135,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:13:42 PM",1728598422,"ChangeUp","YES","2.59","33.50",74.13,1858.1,1538,82.8,"01:46",0.8,1.5145893,"10.98","16.69","11.0","14.6","-3.31","1.97","4.94","1.95","34.14","1024884@1728598422","RBB20WBSM44R","-","-"
136,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:14:04 PM",1728598444,"ChangeUp","NO","11.10","36.82",75.67,1851,1505.8,81.4,"01:44",0.8,1.656189,"10.86","14.52","10.9","13.7","-2.23","2.08","4.89","1.81","35.56","1024884@1728598444","RBB20WBSM44R","-","-"
137,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:14:22 PM",1728598462,"Cutter","YES","-8.92","38.57",72.95,1883,694.8,36.9,"01:00",0.8,1.5242157,"7.27","-3.46","7.3","3.3","-2.22","2.64","4.94","1.65","68.35","1024884@1728598462","RBB20WBSM44R","-","-"
138,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:14:45 PM",1728598485,"ChangeUp","NO","14.70","27.31",71.67,1699.2,714.9,42.1,"04:42",0.8,1.4918022,"-7.03","-3.49","-7.0","4.5","-0.49","2.51","4.62","1.98","65.12","1024884@1728598485","RBB20WBSM44R","-","-"
139,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:15:00 PM",1728598500,"ChangeUp","YES","2.09","37.87",75.5,1841.5,1255.8,68.2,"01:30",0.8,1.4971886,"10.81","2.16","10.8","10.2","-1.99","1.97","4.67","1.88","47.01","1024884@1728598500","RBB20WBSM44R","-","-"
140,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:15:36 PM",1728598536,"Cutter","NO","-18.58","12.14",72.68,1897.1,927,48.9,"01:10",0.8,1.5631428,"9.26","-0.14","9.3","5.6","-3.57","0.79","4.70","1.83","60.75","1024884@1728598536","RBB20WBSM44R","-","-"
141,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:15:57 PM",1728598557,"Fastball","NO","24.38","59.81",79.19,1848.5,1748,94.6,"01:58",0.8,1.5533333,"10.43","22.40","10.4","17.6","-1.68","3.82","4.78","1.75","18.98","1024884@1728598557","RBB20WBSM44R","-","-"
142,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:16:28 PM",1728598588,"Fastball","NO","19.45","33.90",80.22,1932.7,1805.7,93.4,"01:56",0.8,1.457552,"10.92","22.34","10.9","17.7","-2.21","1.45","4.80","1.85","20.89","1024884@1728598588","RBB20WBSM44R","-","-"
143,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:17:00 PM",1728598620,"Fastball","NO","20.74","47.60",79.95,1923.9,1818.5,94.5,"01:54",0.8,1.6818981,"11.19","23.42","11.2","17.1","-2.05","2.79","4.79","1.69","19.06","1024884@1728598620","RBB20WBSM44R","-","-"
144,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:17:25 PM",1728598645,"-","NO","-","-",81.52,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1024884@1728598645","RBB20WBSM44R","-","-"
145,1024884,"Michael Prosch","-","Thu Oct 10 2024 10:18:11 PM",1728598691,"ChangeUp","NO","10.53","22.86",77.61,1847.5,1774.1,96,"01:52",0.9,1.6143093,"11.77","18.62","11.8","17.3","-2.62","0.33","4.93","1.79","16.20","1024884@1728598691","RBB20WBSM44R","-","-"
146,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:35:06 PM",1728743706,"Fastball","YES","-0.22","21.49",84.3,2059.7,1916,93,"01:18",0.9,2.0981312,"15.32","17.04","15.3","12.4","-4.47","-1.96","5.32","2.63","21.53","1024884@1728743706","RBB20WBSM44R","-","-"
147,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:35:20 PM",1728743720,"Slider","NO","14.15","25.71",79.17,2001.5,665.3,33.2,"00:10",0.9,2.1082153,"7.04","1.27","7.0","-0.1","-1.45","0.53","5.08","2.40","70.59","1024884@1728743720","RBB20WBSM44R","-","-"
148,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:35:49 PM",1728743749,"Fastball","YES","4.23","22.74",85.2,2096.7,1725.4,82.3,"01:06",0.8,"-","14.25","13.85","14.2","9.1","-3.47","-1.03","5.12","2.32","34.62","1024884@1728743749","RBB20WBSM44R","-","-"
149,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:36:26 PM",1728743786,"Cutter","NO","-6.95","-5.99",75.89,1829.5,692.7,37.9,"00:38",0.9,2.0235577,"7.73","0.37","7.7","1.9","-3.63","-2.15","5.08","2.72","67.75","1024884@1728743786","RBB20WBSM44R","-","-"
150,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:36:41 PM",1728743801,"Fastball","YES","3.94","26.36",83.07,2049.9,1919.7,93.6,"01:22",0.9,2.033081,"15.07","17.82","15.1","12.9","-4.15","-0.80","5.01","2.64","20.53","1024884@1728743801","RBB20WBSM44R","-","-"
151,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:37:01 PM",1728743821,"Slider","NO","1.06","16.01",72.71,1950.9,704.6,36.1,"07:54",0.9,1.8918056,"-4.08","-3.69","-4.1","-8.1","-2.44","0.70","4.98","2.65","68.83","1024884@1728743821","RBB20WBSM44R","-","-"
152,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:37:16 PM",1728743836,"Slider","NO","16.06","30.55",71.17,1766.6,844.1,47.8,"07:34",0.8,1.9187717,"-6.88","-4.13","-6.9","-8.9","-0.98","2.14","5.05","2.59","61.46","1024884@1728743836","RBB20WBSM44R","-","-"
153,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:37:39 PM",1728743859,"Fastball","YES","0.21","33.72",81.52,1971.6,1626,82.5,"00:58",0.8,2.0154,"15.19","14.14","15.2","8.3","-4.07","0.11","5.12","2.57","34.44","1024884@1728743859","RBB20WBSM44R","-","-"
154,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:38:03 PM",1728743883,"ChangeUp","NO","20.76","25.35",76.21,1782.6,661.1,37.1,"05:02",0.7,2.1122856,"-6.22","-2.02","-6.2","2.6","-0.68","1.67","4.92","2.52","68.23","1024884@1728743883","RBB20WBSM44R","-","-"
155,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:38:19 PM",1728743899,"Fastball","NO","10.98","26.54",82.72,1969.1,1820,92.4,"01:14",0.8,"-","14.75","13.21","14.7","11.2","-3.06","-0.14","5.04","2.59","22.44","1024884@1728743899","RBB20WBSM44R","-","-"
156,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:38:35 PM",1728743915,"Slider","NO","19.04","25.54",72.7,1948,760.4,39,"07:48",0.9,1.8877945,"-4.86","-4.18","-4.9","-8.3","-0.69","1.48","5.06","2.57","67.02","1024884@1728743915","RBB20WBSM44R","-","-"
157,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:38:51 PM",1728743931,"Slider","YES","7.54","23.93",71.47,1886.8,777.5,41.2,"07:54",0.9,2.0277004,"-4.79","-5.28","-4.8","-8.8","-1.75","1.94","4.98","2.67","65.66","1024884@1728743931","RBB20WBSM44R","-","-"
158,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:39:22 PM",1728743962,"Fastball","NO","7.42","7.12",83.05,2025.1,1824.9,90.1,"00:54",0.7,"-","16.47","17.24","16.5","8.5","-3.60","-2.26","5.20","2.44","25.69","1024884@1728743962","RBB20WBSM44R","-","-"
159,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:39:39 PM",1728743979,"Fastball","YES","8.34","33.78",83.32,2003.4,1840.6,91.9,"00:54",0.8,"-","16.60","13.22","16.6","8.4","-3.18","0.07","5.18","2.48","23.25","1024884@1728743979","RBB20WBSM44R","-","-"
160,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:40:09 PM",1728744009,"Fastball","YES","9.55","31.52",83.95,2042.6,1715.7,84,"01:02",0.8,2.1124973,"14.88","16.20","14.9","8.8","-3.61","-0.41","5.18","2.73","32.87","1024884@1728744009","RBB20WBSM44R","-","-"
161,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:40:41 PM",1728744041,"Cutter","NO","12.49","25.04",78.84,1916.2,746.9,39,"00:52",0.9,2.0784397,"7.28","0.57","7.3","2.9","-1.66","0.51","5.06","2.51","67.06","1024884@1728744041","RBB20WBSM44R","-","-"
162,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:41:19 PM",1728744079,"Slider","NO","16.39","28.72",79.57,1973,648.8,32.9,"00:02",0.9,2.0521488,"7.02","4.02","7.0","-0.5","-1.89","0.81","4.91","2.76","70.80","1024884@1728744079","RBB20WBSM44R","-","-"
163,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:42:01 PM",1728744121,"Fastball","YES","0.60","27.60",84.66,2007.1,1853.6,92.4,"01:14",0.8,"-","14.95","14.68","14.9","11.2","-4.05","-0.41","5.12","2.47","22.55","1024884@1728744121","RBB20WBSM44R","-","-"
164,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:54:02 PM",1728744842,"Fastball","NO","1.47","17.98",84.13,1961.1,1828.2,93.2,"01:18",0.8,"-","14.73","17.54","14.7","11.9","-4.03","-1.63","5.04","2.31","21.22","1024884@1728744842","RBB20WBSM44R","-","-"
165,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:54:14 PM",1728744854,"Fastball","NO","-19.22","10.66",84.11,2062,1778,86.2,"01:26",0.8,2.0830555,"13.27","18.53","13.3","12.3","-5.84","-2.12","5.15","2.17","30.43","1024884@1728744854","RBB20WBSM44R","-","-"
166,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:54:30 PM",1728744870,"Fastball","YES","1.32","19.86",84.04,2087,1909.3,91.5,"01:16",0.8,2.1436768,"15.00","16.61","15.0","11.9","-4.11","-0.92","5.06","2.46","23.82","1024884@1728744870","RBB20WBSM44R","-","-"
167,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:55:00 PM",1728744900,"Cutter","YES","0.46","21.23",78.18,1832.3,947.8,51.7,"00:52",0.8,2.0356903,"9.54","2.56","9.5","4.1","-3.20","0.58","4.79","2.75","58.85","1024884@1728744900","RBB20WBSM44R","-","-"
168,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:55:13 PM",1728744913,"Cutter","NO","-13.52","19.48",78.2,1806.7,756.2,41.9,"00:58",0.9,1.9379845,"7.61","4.17","7.6","3.5","-4.73","0.35","4.84","2.89","65.26","1024884@1728744913","RBB20WBSM44R","-","-"
169,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:55:28 PM",1728744928,"Slider","NO","-4.42","4.26",72.22,1871,830.1,44.4,"07:36",0.9,1.9731388,"-6.16","-8.09","-6.2","-8.5","-2.52","-0.21","4.98","2.62","63.66","1024884@1728744928","RBB20WBSM44R","-","-"
170,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:55:49 PM",1728744949,"Slider","NO","-5.04","13.84",71.64,1853.2,852.6,46,"07:40",0.9,2.0973053,"-6.06","-8.81","-6.1","-8.8","-2.65","1.35","4.85","2.73","62.61","1024884@1728744949","RBB20WBSM44R","-","-"
171,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:56:06 PM",1728744966,"Slider","YES","-3.91","22.78",72.67,1847.7,921.4,49.9,"07:26",0.8,1.8990479,"-7.95","-7.06","-8.0","-8.7","-2.72","1.24","4.95","2.77","60.09","1024884@1728744966","RBB20WBSM44R","-","-"
172,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:56:26 PM",1728744986,"Fastball","YES","5.73","29.94",84.35,2003.6,1834.4,91.6,"01:18",0.8,"-","14.42","16.89","14.4","11.6","-3.66","-0.08","5.03","2.36","23.72","1024884@1728744986","RBB20WBSM44R","-","-"
173,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:56:55 PM",1728745015,"ChangeUp","NO","2.99","17.24",75.91,1147.6,1113,97,"02:00",0.8,"-","7.95","16.74","8.0","13.4","-4.43","0.46","4.86","2.87","14.10","1024884@1728745015","RBB20WBSM44R","-","-"
174,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:57:15 PM",1728745035,"ChangeUp","NO","17.76","41.29",77.5,1087.8,1085.2,99.8,"02:02",0.9,2.049139,"7.65","17.50","7.7","13.8","-3.16","1.48","4.95","2.91","3.96","1024884@1728745035","RBB20WBSM44R","-","-"
175,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:57:40 PM",1728745060,"Slider","YES","5.26","22.82",80.38,1880.9,577.1,30.7,"05:50",0.8,2.0427132,"-4.35","3.64","-4.3","-0.5","-2.77","0.78","4.85","2.67","72.13","1024884@1728745060","RBB20WBSM44R","-","-"
176,1024884,"Michael Prosch","-","Sat Oct 12 2024 2:58:04 PM",1728745084,"CurveBall","NO","5.38","2.32",72.65,1920.9,1121.1,58.4,"07:24",0.9,2.099535,"-9.27","-14.84","-9.3","-9.8","-0.88","0.10","4.91","2.49","54.29","1024884@1728745084","RBB20WBSM44R","-","-"
177,1127256,"Bryce Anderson","-","Sat Oct 12 2024 2:01:41 PM",1728741701,"Fastball","NO","-10.78","27.51",79.89,1943.5,1564.6,80.5,"10:18",0.9,1.929182,"10.83","-13.86","10.8","-13.0","1.87","-0.01","5.26","-1.47","-36.38","1127256@1728741701","RBB20WBSM44R","-","-"
178,1127256,"Bryce Anderson","-","Sat Oct 12 2024 2:01:52 PM",1728741712,"Fastball","NO","5.04","12.53",80.63,1900.2,1588.7,83.6,"10:30",0.8,1.8312931,"12.80","-19.00","12.8","-12.2","3.73","-1.82","5.37","-1.45","-33.27","1127256@1728741712","RBB20WBSM44R","-","-"
179,1127256,"Bryce Anderson","-","Sat Oct 12 2024 2:02:03 PM",1728741723,"Fastball","YES","-7.39","24.92",79.78,1879.7,1479.7,78.7,"10:22",0.9,1.9639854,"11.00","-14.83","11.0","-12.0","2.45","-0.29","5.29","-1.63","-38.07","1127256@1728741723","RBB20WBSM44R","-","-"
180,1127256,"Bryce Anderson","-","Sat Oct 12 2024 2:02:17 PM",1728741737,"Slider","YES","0.30","23.21",73.46,2088,66.7,3.2,"05:02",0.9,1.9622517,"-0.55","4.73","-0.6","1.5","1.28","1.29","5.26","-1.55","-88.17","1127256@1728741737","RBB20WBSM44R","-","-"
181,1127256,"Bryce Anderson","-","Sat Oct 12 2024 2:02:47 PM",1728741767,"ChangeUp","NO","-10.03","18.05",70.31,1615.6,1246.1,77.1,"09:46",0.8,2.1328087,"6.02","-11.75","6.0","-13.8","2.26","1.56","4.77","-1.91","-39.53","1127256@1728741767","RBB20WBSM44R","-","-"
182,1127256,"Bryce Anderson","-","Sat Oct 12 2024 2:02:58 PM",1728741778,"ChangeUp","NO","-18.17","25.40",70.69,1586.2,1193.3,75.2,"09:36",0.9,2.0355015,"4.82","-12.93","4.8","-13.8","1.77","1.96","4.59","-2.05","-41.21","1127256@1728741778","RBB20WBSM44R","-","-"
183,1127256,"Bryce Anderson","-","Sat Oct 12 2024 2:03:16 PM",1728741796,"Slider","YES","4.42","22.33",71.14,2028.2,127.6,6.3,"03:10",0.9,1.8747978,"-0.03","0.10","-0.0","2.6","2.52","1.35","4.88","-1.97","-86.39","1127256@1728741796","RBB20WBSM44R","-","-"
